year;ibge_code;ibge_label;isco88_4digit;isco88_4digit_LABEL
1991;801;Arrumadeiras;9131;Domestic helpers and cleaners
1991;802;Babás;5131;Child-care workers
1991;803;Cozinheiras;5122;Cooks
1991;804;Faxineiras;9131;Domestic helpers and cleaners
1991;805;Lavadeiras;9133;Hand-launderers and pressers
1991;806;Governantas e Mordomos;9131;Domestic helpers and cleaners
1991;807;Empregados domésticos não especializados;9131;Domestic helpers and cleaners
1991;808;Outras ocupações do serviço doméstico;9131;Domestic helpers and cleaners
1991;811;Hoteleiros e donos de pensão por conta própria;1315;General managers of restaurants and hotels
1991;812;Camareiros(exclusive no serviço doméstico);9141;Building caretakers
1991;813;Cozinheiros(exclusive no serviço doméstico);5122;Cooks
1991;814;Garçons;5123;Waiters, waitresses and bartenders
1991;815;Atendentes de bar e lanchonete;5123;Waiters, waitresses and bartenders
1991;816;Governantas e Mordomos (exclusive no serviço doméstico);5123;Waiters, waitresses and bartenders
1991;817;Maitre de hotel;5123;Waiters, waitresses and bartenders
1991;818;Maitre no serviço de alimentação;5123;Waiters, waitresses and bartenders
1991;821;Cabelereiros;5141;Hairdressers, barbers, beauticians and related workers
1991;822;Barbeiros;5141;Hairdressers, barbers, beauticians and related workers
1991;823;Maquiladores, depiladores e esteticistas;5141;Hairdressers, barbers, beauticians and related workers
1991;824;Manicuros e pedicuros;5141;Hairdressers, barbers, beauticians and related workers
1991;825;Lavadeiras e passadeiras;9133;Hand-launderers and pressers
1991;826;Engraxates;9333;Freight handlers
1991;831;Jogadores de futebol;3475;Athletes, sportspersons and related associate professionals
1991;832;Lutadores e outros atletas profissionais;3475;Athletes, sportspersons and related associate professionals
1991;833;Juizes de esportes;3475;Athletes, sportspersons and related associate professionals
1991;834;técnicos de esportes;3475;Athletes, sportspersons and related associate professionals
1991;841;Porteiros;9141;Building caretakers
1991;842;Ascensoristas;9141;Building caretakers
1991;843;Vigias;5169;Protective services workers not elsewhere classified
1991;844;Serventes;9141;Building caretakers
1991;845;Contínuos;9141;Building caretakers
1991;851;proprietários nos serviços agropecuários conta própria não classificados anteriormente;9211;Farm-hands and labourers
1991;852;proprietários nos serviços conta própria não classificados anteriormente;1315;General managers of restaurants and hotels
1991;861;Oficiais das Forças Armadas;110;Armed forces
1991;862;Praças das Forças Armadas;110;Armed forces
1991;863;Oficiais e Praças do Corpo de Bombeiros;5161;Fire-fighters
1991;864;Delegados e Comissários de polícia;2429;Legal professionals not elsewhere classified
1991;865;Investigadores de polícia;5169;Protective services workers not elsewhere classified
1991;866;Guardas-Civis e Inspetores de tráfego;5169;Protective services workers not elsewhere classified
1991;867;Carcereiros e Guardas de presídio;5169;Protective services workers not elsewhere classified
1991;868;Datiloscopistas;5169;Protective services workers not elsewhere classified
1991;869;Guardas-Vigias de organizações particulares;5169;Protective services workers not elsewhere classified
1991;911;Aprendizes;9321;Assembling labourers
1991;912;Bilheteiros no serviço de diversões;4211;Cashiers and ticket clerks
1991;913;Bombeiros (exclusive do Corpo de Bombeiros);7136;Plumbers and pipe fitters
1991;914;Capatazes;9211;Farm-hands and labourers
1991;915;Dedetizadores;9141;Building caretakers
1991;916;Guardadores de automóveis;9333;Freight handlers
1991;917;Guardas Sanitário;3231;Nursing associate professionals
1991;918;Inspetores e Fiscais;3449;Customs, tax and related government associate professionals not elsewhere classified
1991;919;Jardineiros (exclusive na lavoura);9211;Farm-hands and labourers
1991;920;Lixeiros;9161;Garbage collectors
1991;921;Lubrificadores;7231;Motor vehicle mechanics and fitters
1991;922;Operadores de tratamento e bombeamento de água;8163;Incinerator, water-treatment and related plant operators
1991;923;Operadores de máquinas (exclusive de agropecuária e construção civil);8290;Other machine operators and assemblers
1991;924;Trabalhadores braçais, sem especificação;9333;Freight handlers
1991;925;Trabalhadores de conservação de Rodovias;9312;Construction and maintenance labourers: roads, dams and similar constructions
1991;926;Babás (exclusive no serviço doméstico);5131;Child-care workers
1991;927;Outras ocupações ou ocupações mal definidas;9333;Freight handlers
1991;928;Sem declaração de ocupação;9333;Freight handlers
2000;0;-;-9999;Undefined
2000;100;MILITARES DA AERONÁUTICA;110;Armed forces
2000;200;MILITARES DO EXÉRCITO;110;Armed forces
2000;300;MILITARES DA MARINHA;110;Armed forces
2000;401;CORONÉIS, TENENTES-CORONÉIS E MAJORES DA POLÍCIA MILITAR;110;Armed forces
2000;402;CAPITÃES DA POLÍCIA MILITAR;110;Armed forces
2000;403;TENENTES DA POLÍCIA MILITAR;110;Armed forces
2000;411;PRAÇAS ESPECIAIS DE POLÍCIA MILITAR;110;Armed forces
2000;412;SUBTENENTES E SARGENTOS DA POLÍCIA MILITAR;110;Armed forces
2000;413;CABOS E SOLDADOS DA POLÍCIA MILITAR;110;Armed forces
2000;501;CORONÉIS, TENENTES-CORONÉIS E MAJORES DE BOMBEIRO MILITAR;5161;Fire-fighters
2000;502;CAPITÃES DO CORPO DE BOMBEIROS;5161;Fire-fighters
2000;503;TENENTES DO CORPO DE BOMBEIROS;5161;Fire-fighters
2000;511;PRAÇAS ESPECIAIS DE BOMBEIRO;5161;Fire-fighters
2000;512;SUBTENENTES E SARGENTOS DO CORPO DE BOMBEIROS;5161;Fire-fighters
2000;513;CABOS E SOLDADOS DO CORPO DE BOMBEIROS;5161;Fire-fighters
2000;1111;LEGISLADORES ;1120;Senior government officials
2000;1112;DIRIGENTES GERAIS DA ADMINISTRAÇÃO PÚBLICA;1120;Senior government officials
2000;1113;MINISTROS DE TRIBUNAIS;1120;Senior government officials
2000;1122;DIRIGENTES DE PRODUÇÃO E OPERAÇÕES DA ADMINISTRAÇÃO PÚBLICA;1120;Senior government officials
2000;1123;DIRIGENTES DAS ÁREAS DE APOIO DA ADMINISTRAÇÃO PÚBLICA;1120;Senior government officials
2000;1130;CHEFES DE PEQUENAS POPULAÇÕES;1120;Senior government officials
2000;1140;DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO;1120;Senior government officials
2000;1210;DIRETORES GERAIS  ;1210;Directors and chief executives
2000;1219;DIRIGENTES DE EMPRESAS - EMPREGADORES COM MAIS DE 5 EMPREGADOS;1210;Directors and chief executives
2000;1220;DIRETORES DE ÁREAS DE PRODUÇÃO E OPERAÇÕES (DPO);1226;Production and operations department managers in transport, storage and communications
2000;1230;DIRETORES DE ÁREAS DE APOIO;1319;General managers not elsewhere classified
2000;1310;GERENTES DE PRODUÇÃO E OPERAÇÕES;1226;Production and operations department managers in transport, storage and communications
2000;1320;GERENTES DE ÁREAS DE APOIO;1319;General managers not elsewhere classified
2000;2011;PROFISSIONAIS DA BIOENGENHARIA, BIOTECNOLOGIA E ENGENHARIA GENÉTICA;2211;Biologists, botanists, zoologists and related professionals
2000;2012;PROFISSIONAIS DA METROLOGIA;2142;Civil engineers
2000;2021;ENGENHEIROS MECATRÔNICOS;2142;Civil engineers
2000;2111;PROFISSIONAIS DA MATEMÁTICA;2122;Statisticians
2000;2112;PROFISSIONAIS DA ESTATÍSTICA;2122;Statisticians
2000;2121;ESPECIALISTA EM COMPUTAÇÃO;2132;Computer programmers
2000;2122;ENGENHEIROS EM COMPUTAÇÃO - DESENVOLVEDORES DE SOFTWARE;2132;Computer programmers
2000;2123;ESPECIALISTA EM INFORMÁTICA;2132;Computer programmers
2000;2124;ANALISTAS DE SISTEMAS;2132;Computer programmers
2000;2125;PROGRAMADORES DE INFORMÁTICA;2132;Computer programmers
2000;2131;FÍSICOS;2111;Physicists and astronomers
2000;2132;QUÍMICOS;2113;Chemists
2000;2133;PROFISSIONAIS DO ESPAÇO E DA ATMOSFERA;2111;Physicists and astronomers
2000;2134;GEÓLOGOS E GEOFÍSICOS;2114;Geologists and geophysicists
2000;2140;ENGENHEIROS DE MATERIAIS;2142;Civil engineers
2000;2141;ARQUITETOS;2141;Architects, town and traffic planners
2000;2142;ENGENHEIROS CIVIS E AFINS;2142;Civil engineers
2000;2143;ENGENHEIROS ELETROELETRÔNICOS E AFINS;2142;Civil engineers
2000;2144;ENGENHEIROS MECÂNICOS;2142;Civil engineers
2000;2145;ENGENHEIROS QUÍMICOS;2142;Civil engineers
2000;2146;ENGENHEIROS METALÚRGICOS ;2142;Civil engineers
2000;2147;ENGENHEIROS DE MINAS;2142;Civil engineers
2000;2148;ENGENHEIROS AGRIMENSORES E DE CARTOGRAFIA;3118;Draughtspersons
2000;2149;OUTROS ENGENHEIROS, ARQUITETOS E AFINS;2142;Civil engineers
2000;2151;OFICIAIS DE CONVÉS;3142;Ships' deck officers and pilots
2000;2152;OFICIAIS DE MÁQUINAS;3142;Ships' deck officers and pilots
2000;2153;PROFISSIONAIS DA NAVEGAÇÃO AÉREA;3143;Aircraft pilots and related associate professionals
2000;2211;BIÓLOGOS E AFINS;2211;Biologists, botanists, zoologists and related professionals
2000;2221;AGRÔNOMOS E AFINS;2213;Agronomists and related professionals
2000;2231;MÉDICOS;2221;Medical doctors
2000;2232;CIRURGIÕES-DENTISTAS;2222;Dentists
2000;2233;VETERINÁRIOS;2223;Veterinarians
2000;2234;FARMACÊUTICOS;2224;Pharmacists
2000;2235;ENFERMEIROS DE NÍVEL SUPERIOR E AFINS;2230;Nursing and midwifery professionals
2000;2236;FISIOTERAPEUTAS E AFINS;3226;Physiotherapists and related associate professionals
2000;2237;NUTRICIONISTAS ;3229;Modern health associate professionals (except nursing) not elsewhere classified
2000;2311;PROFESSORES DA EDUCAÇÃO INFANTIL (nível superior);2331;Primary education teaching professionals
2000;2312;PROFESSORES DE DISCIPLINAS DA EDUCAÇÃO GERAL DE 1ª A 4ª SÉRIES DO ENSINO FUNDAMENTAL (nível superior);2331;Primary education teaching professionals
2000;2313;PROFESSORES DE DISCIPLINAS DA EDUCAÇÃO GERAL DE 5ª A 8ª SÉRIES DO ENSINO FUNDAMENTAL;2331;Primary education teaching professionals
2000;2321;PROFESSORES DE DISCIPLINAS DA EDUCAÇÃO GERAL DO ENSINO MÉDIO;2320;Secondary education teaching professionals
2000;2330;PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL;2359;Other teaching professionals not elsewhere classified
2000;2340;PROFESSORES DO ENSINO SUPERIOR;2310;College, university and higher education teaching professionals
2000;2391;PROFESSORES DE EDUCAÇÃO FÍSICA;2359;Other teaching professionals not elsewhere classified
2000;2392;PROFESSORES DE ALUNOS COM DEFICIÊNCIAS FÍSICAS E MENTAIS;2359;Other teaching professionals not elsewhere classified
2000;2394;PROGRAMADORES, AVALIADORES E ORIENTADORES DE ENSINO;2359;Other teaching professionals not elsewhere classified
2000;2410;ADVOGADOS;2421;Lawyers
2000;2412;PROCURADORES DE EMPRESAS E AUTARQUIAS;2421;Lawyers
2000;2419;OUTROS ADVOGADOS AUTÔNOMOS E DE EMPRESAS;2421;Lawyers
2000;2421;JUÍZES E DESEMBARGADORES;2422;Judges
2000;2422;PROMOTORES, DEFENSORES PÚBLICOS E AFINS;2421;Lawyers
2000;2423;DELEGADOS DE POLÍCIA;2429;Legal professionals not elsewhere classified
2000;2511;PROFISSIONAIS EM PESQUISA E ANÁLISE ANTROPOLÓGICA E SOCIOLÓGICA;2442;Sociologists, anthropologists and related professionals
2000;2512;PROFISSIONAIS EM PESQUISA E ANÁLISE ECONÔMICA;2441;Economists
2000;2513;PROFISSIONAIS EM PESQUISA E ANÁLISE HISTÓRICA E GEOGRÁFICA;2442;Sociologists, anthropologists and related professionals
2000;2514;FILÓSOFOS E CIENTISTAS POLÍTICOS;2442;Sociologists, anthropologists and related professionals
2000;2515;PSICÓLOGOS E PSICANALISTAS;2445;Psychologists
2000;2516;ASSISTENTES SOCIAIS E ECONOMISTAS DOMÉSTICOS;2446;Social work professionals
2000;2521;ADMINISTRADORES;2419;Business professionals not elsewhere classified
2000;2522;CONTADORES E AUDITORES;2419;Business professionals not elsewhere classified
2000;2523;SECRETÁRIAS EXECUTIVAS E BILINGÜES;2419;Business professionals not elsewhere classified
2000;2524;PROFISSIONAIS DE RECURSOS HUMANOS;2419;Business professionals not elsewhere classified
2000;2525;PROFISSIONAIS DA ADMINISTRAÇÃO ECONÔMICO-FINANCEIRA;2419;Business professionals not elsewhere classified
2000;2531;PROFISSIONAIS DE MARKETING, PUBLICIDADE E COMERCIALIZAÇÃO;2451;Authors, journalists and other writers
2000;2611;PROFISSIONAIS DO JORNALISMO;2451;Authors, journalists and other writers
2000;2612;PROFISSIONAIS DA INFORMAÇÃO;2432;Librarians and related information professionals
2000;2613;ARQUIVOLOGISTAS E MUSEÓLOGOS;2432;Librarians and related information professionals
2000;2614;FILÓLOGOS, TRADUTORES E INTÉRPRETES;2444;Philologists, translators and interpreters
2000;2615;ESCRITORES E REDATORES;2451;Authors, journalists and other writers
2000;2616;ESPECIALISTAS EM EDITORAÇÃO;2451;Authors, journalists and other writers
2000;2617;LOCUTORES E COMENTARISTAS;3472;Radio, television and other announcers
2000;2621;PRODUTORES DE ESPETÁCULOS;2455;Film, stage and related actors and directors
2000;2622;COREÓGRAFOS E BAILARINOS;2455;Film, stage and related actors and directors
2000;2623;ATORES, DIRETORES DE ESPETÁCULOS  E AFINS;2455;Film, stage and related actors and directors
2000;2624;COMPOSITORES, MÚSICOS E CANTORES;2453;Composers, musicians and singers
2000;2625;DESENHISTAS INDUSTRIAIS (DESIGNER), ESCULTORES, PINTORES E AFINS;2452;Sculptors, painters and related artists
2000;2627;DECORADORES DE INTERIORES E CENÓGRAFOS;3471;Decorators and commercial designers
2000;2631;MINISTROS DE CULTOS RELIGIOSOS, MISSIONÁRIOS E AFINS;2460;Religious professionals
2000;3001;TÉCNICOS EM MECATRÔNICA;3119;Physical and engineering science technicians not elsewhere classified
2000;3003;TÉCNICOS EM ELETROMECÂNICA;3119;Physical and engineering science technicians not elsewhere classified
2000;3011;LABORATORISTA INDUSTRIAL;3116;Chemical engineering technicians
2000;3012;TÉCNICOS DE APOIO À BIOENGENHARIA;3116;Chemical engineering technicians
2000;3111;TÉCNICOS QUÍMICOS;3116;Chemical engineering technicians
2000;3112;TÉCNICOS PETROQUÍMICOS;3116;Chemical engineering technicians
2000;3113;TÉCNICOS EM MATERIAIS DE CERÂMICAS E VIDROS;3119;Physical and engineering science technicians not elsewhere classified
2000;3114;TÉCNICOS EM FABRICAÇÃO DE PRODUTOS PLÁSTICOS E DE BORRACHA;3116;Chemical engineering technicians
2000;3115;TÉCNICOS EM CONTROLE AMBIENTAL, UTILIDADES E TRATAMENTO DE EFLUENTES ;3116;Chemical engineering technicians
2000;3116;TÉCNICOS TÊXTEIS;3119;Physical and engineering science technicians not elsewhere classified
2000;3117;COLORISTAS;8264;Bleaching-, dyeing- and cleaning-machine operators
2000;3121;TÉCNICOS EM CONSTRUÇÃO CIVIL - EDIFICAÇÕES;3119;Physical and engineering science technicians not elsewhere classified
2000;3122;TÉCNICOS EM CONSTRUÇÃO CIVIL - OBRAS DE INFRAESTRUTURA;3119;Physical and engineering science technicians not elsewhere classified
2000;3123;TÉCNICOS EM TOPOGRAFIA, AGRIMENSURA E HIDROGRAFIA;3118;Draughtspersons
2000;3131;TÉCNICOS EM ELETRICIDADE E ELETROTÉCNICOS;3119;Physical and engineering science technicians not elsewhere classified
2000;3132;ELETROTÉCNICOS NA MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS;3119;Physical and engineering science technicians not elsewhere classified
2000;3134;TÉCNICOS EM ELETRÔNICA;3119;Physical and engineering science technicians not elsewhere classified
2000;3135;TÉCNICOS EM TELECOMUNICAÇÕES E TELEFONIA;3119;Physical and engineering science technicians not elsewhere classified
2000;3136;TÉCNICOS EM CALIBRAÇÃO E INSTRUMENTAÇÃO;3119;Physical and engineering science technicians not elsewhere classified
2000;3141;TÉCNICOS MECÂNICOS NA FABRICAÇÃO E MONTAGEM DE MÁQUINAS, SISTEMAS E INSTRUMENTOS;3119;Physical and engineering science technicians not elsewhere classified
2000;3142;TÉCNICOS MECÂNICOS (FERRAMENTAS);8211;Machine-tool operators
2000;3143;TÉCNICOS EM MECÂNICA VEICULAR;7231;Motor vehicle mechanics and fitters
2000;3144;TÉCNICOS MECÂNICOS NA MANUTENÇÃO DE MÁQUINAS, SISTEMAS E INSTRUMENTOS;8281;Mechanical-machinery assemblers
2000;3146;TÉCNICOS EM METALURGIA (ESTRUTURAS METÁLICAS);3119;Physical and engineering science technicians not elsewhere classified
2000;3147;TÉCNICOS EM SIDERURGIA;3119;Physical and engineering science technicians not elsewhere classified
2000;3161;TÉCNICOS EM GEOLOGIA, GEOTECNOLOGIA E GEOFÍSICA;3119;Physical and engineering science technicians not elsewhere classified
2000;3162;TÉCNICOS EM GEODÉSIA E CARTOGRAFIA;3118;Draughtspersons
2000;3163;TÉCNICOS EM MINERAÇÃO;3119;Physical and engineering science technicians not elsewhere classified
2000;3171;TÉCNICOS EM PROGRAMAÇÃO;3121;Computer assistants
2000;3172;TÉCNICOS EM OPERAÇÃO DE COMPUTADORES;3121;Computer assistants
2000;3189;DESENHISTAS TÉCNICOS E MODELISTAS;3118;Draughtspersons
2000;3191;TÉCNICOS DO VESTUÁRIO;3119;Physical and engineering science technicians not elsewhere classified
2000;3192;TÉCNICOS DO MOBILIÁRIO E AFINS;3119;Physical and engineering science technicians not elsewhere classified
2000;3201;TÉCNICOS EM BIOLOGIA ;3116;Chemical engineering technicians
2000;3210;TÉCNICOS AGROPECUÁRIOS;3212;Agronomy and forestry technicians
2000;3211;TÉCNICOS AGRÍCOLAS;3212;Agronomy and forestry technicians
2000;3212;TÉCNICOS DA PECUÁRIA;3212;Agronomy and forestry technicians
2000;3213;TÉCNICOS FLORESTAIS;3212;Agronomy and forestry technicians
2000;3214;TÉCNICOS DA PISCICULTURA;3212;Agronomy and forestry technicians
2000;3221;TÉCNICOS EM FISIOTERAPIA E AFINS;3226;Physiotherapists and related associate professionals
2000;3222;TÉCNICOS E AUXILIARES DE ENFERMAGEM;3231;Nursing associate professionals
2000;3223;ORTOPTISTAS E ÓTICOS;3229;Modern health associate professionals (except nursing) not elsewhere classified
2000;3224;TÉCNICOS DE ODONTOLOGIA;7311;Precision-instrument makers and repairers
2000;3225;TÉCNICOS DA FABRICAÇÃO DE APARELHOS LOCOMOTORES;7311;Precision-instrument makers and repairers
2000;3231;TÉCNICOS EM VETERINÁRIA;3229;Modern health associate professionals (except nursing) not elsewhere classified
2000;3232;TÉCNICOS ZOOTECNISTAS;3212;Agronomy and forestry technicians
2000;3241;OPERADORES DE EQUIPAMENTOS MÉDICOS E ODONTOLÓGICOS;3211;Life science technicians
2000;3242;TÉCNICOS DE LABORATÓRIO DE ANÁLISES CLÍNICAS;3211;Life science technicians
2000;3250;TESTADORES SENSORIAIS;8271;Meat- and fish-processing-machine operators
2000;3251;TÉCNICOS EM FARMÁCIA;3228;Pharmaceutical assistants
2000;3252;TÉCNICOS EM PRODUÇÃO E CONSERVAÇÃO DE ALIMENTOS;3116;Chemical engineering technicians
2000;3253;TÉCNICOS DE APOIO A BIOTECNOLOGIA;3116;Chemical engineering technicians
2000;3281;EMBALSAMADORES E TAXIDERMISTAS;9333;Freight handlers
2000;3311;PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL;2331;Primary education teaching professionals
2000;3312;PROFESSORES DE NÍVEL MÉDIO NO ENSINO FUNDAMENTAL;2331;Primary education teaching professionals
2000;3313;PROFESSORES DE NÍVEL MÉDIO NO ENSINO PROFISSIONALIZANTE;2359;Other teaching professionals not elsewhere classified
2000;3321;PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL;2331;Primary education teaching professionals
2000;3322;PROFESSORES LEIGOS NO ENSINO PROFISSIONALIZANTE;2359;Other teaching professionals not elsewhere classified
2000;3331;INSTRUTORES E PROFESSORES DE ESCOLAS LIVRES;2359;Other teaching professionals not elsewhere classified
2000;3341;INSPETORES DE ALUNOS E AFINS;3340;Other teaching associate professionals
2000;3411;PILOTOS DE AVIAÇÃO COMERCIAL, NAVEGADORES, MECÂNICOS DE VÔO E AFINS;3143;Aircraft pilots and related associate professionals
2000;3412;TÉCNICOS MARÍTIMOS, FLUVIÁRIOS E REGIONAIS DE CONVÉS;3142;Ships' deck officers and pilots
2000;3413;TÉCNICOS MARÍTIMOS, FLUVIÁRIOS E REGIONAIS DE MÁQUINAS;3142;Ships' deck officers and pilots
2000;3421;TÉCNICOS EM TRANSPORTES INTERMODAIS;4133;Transport clerks
2000;3422;TÉCNICOS EM TRANSPORTES (ADUANEIROS);3449;Customs, tax and related government associate professionals not elsewhere classified
2000;3423;TÉCNICOS EM TRANSPORTES RODOVIÁRIOS;4133;Transport clerks
2000;3424;TÉCNICOS EM TRANSPORTES METROFERROVIÁRIOS;4133;Transport clerks
2000;3425;TÉCNICOS EM TRANSPORTES AEROVIÁRIOS;4133;Transport clerks
2000;3426;TÉCNICOS EM TRANSPORTES DE VIAS NAVEGÁVEIS;4133;Transport clerks
2000;3511;TÉCNICOS EM CONTABILIDADE;3419;Finance and sales associate professionals not elsewhere classified
2000;3512;TÉCNICOS EM ESTATÍSTICA;3419;Finance and sales associate professionals not elsewhere classified
2000;3513;TÉCNICOS EM ADMINISTRAÇÃO;2419;Business professionals not elsewhere classified
2000;3514;SERVENTUÁRIOS DA JUSTIÇA E AFINS;3432;Legal and related business associate professionals
2000;3515;TÉCNICOS E FISCAIS DE TRIBUTAÇÃO E ARRECADAÇÃO;3449;Customs, tax and related government associate professionals not elsewhere classified
2000;3516;TÉCNICOS DE SEGURANÇA DE TRABALHO;3152;Safety, health and quality inspectors
2000;3517;TÉCNICOS E ANALISTAS DE SEGUROS E AFINS;3419;Finance and sales associate professionals not elsewhere classified
2000;3518;INSPETORES DE POLÍCIA E DETETIVES;5169;Protective services workers not elsewhere classified
2000;3522;AGENTES DA SAÚDE E DO MEIO AMBIENTE;3231;Nursing associate professionals
2000;3523;AGENTES DE INSPEÇÃO DE PESOS E MEDIDAS;3152;Safety, health and quality inspectors
2000;3524;AGENTES DE FISCALIZAÇÃO DE ESPETÁCULOS E MEIOS DE COMUNICAÇÃO;3152;Safety, health and quality inspectors
2000;3525;AGENTES SINDICAIS E DE INSPEÇÃO DO TRABALHO;3152;Safety, health and quality inspectors
2000;3531;AGENTES DE BOLSA, CÂMBIO E OUTROS SERVIÇOS FINANCEIROS;3429;Business services agents and trade brokers not elsewhere classified
2000;3532;TÉCNICOS DE OPERAÇÕES E SERVIÇOS BANCÁRIOS;4190;Other office clerks
2000;3541;REPRESENTANTES COMERCIAIS E TÉCNICOS DE VENDAS;3415;Technical and commercial sales representatives
2000;3542;COMPRADORES;3416;Buyers
2000;3543;TÉCNICOS EM EXPORTAÇÃO E IMPORTAÇÃO;2419;Business professionals not elsewhere classified
2000;3544;LEILOEIROS E AVALIADORES;3417;Appraisers, valuers and auctioneers
2000;3545;CORRETORES DE SEGUROS;3429;Business services agents and trade brokers not elsewhere classified
2000;3546;CORRETORES DE IMÓVEIS;3429;Business services agents and trade brokers not elsewhere classified
2000;3547;CORRETORES DE TÍTULOS E VALORES;3429;Business services agents and trade brokers not elsewhere classified
2000;3548;TÉCNICOS EM TURISMO;3429;Business services agents and trade brokers not elsewhere classified
2000;3711;TÉCNICOS EM BIBLIOTECONOMIA;3419;Finance and sales associate professionals not elsewhere classified
2000;3712;TÉCNICOS EM MUSEOLOGIA;3419;Finance and sales associate professionals not elsewhere classified
2000;3713;TÉCNICOS EM ARTES GRÁFICAS;3118;Draughtspersons
2000;3721;CINEGRAFISTAS;3132;Broadcasting and telecommunications equipment operators
2000;3722;FOTÓGRAFOS;3131;Photographers and image and sound recording equipment operators
2000;3723;TÉCNICOS EM OPERAÇÃO DE MÁQUINAS DE TRANSMISSÃO DE DADOS;3132;Broadcasting and telecommunications equipment operators
2000;3731;TÉCNICOS EM OPERAÇÃO DE ESTAÇÃO DE RÁDIO;3132;Broadcasting and telecommunications equipment operators
2000;3732;TÉCNICOS EM OPERAÇÃO DE ESTAÇÃO DE TELEVISÃO;3132;Broadcasting and telecommunications equipment operators
2000;3741;TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO;3132;Broadcasting and telecommunications equipment operators
2000;3742;TÉCNICOS EM OPERAÇÃO DE APARELHOS DE CENOGRAFIA;3132;Broadcasting and telecommunications equipment operators
2000;3743;TÉCNICOS EM OPERAÇÃO DE APARELHOS DE PROJEÇÃO;3132;Broadcasting and telecommunications equipment operators
2000;3751;DECORADORES E VITRINISTAS DE NÍVEL MÉDIO;3471;Decorators and commercial designers
2000;3761;BAILARINOS DE DANÇAS POPULARES;2455;Film, stage and related actors and directors
2000;3762;MÚSICOS E CANTORES POPULARES;2453;Composers, musicians and singers
2000;3763;PALHAÇOS, ACROBATAS E AFINS;2455;Film, stage and related actors and directors
2000;3764;APRESENTADORES DE ESPETÁCULOS;2455;Film, stage and related actors and directors
2000;3765;MODELOS;2455;Film, stage and related actors and directors
2000;3771;TÉCNICOS ESPORTIVOS;3475;Athletes, sportspersons and related associate professionals
2000;3772;ATLETAS PROFISSIONAIS;3475;Athletes, sportspersons and related associate professionals
2000;3773;ÁRBITROS DESPORTIVOS;3475;Athletes, sportspersons and related associate professionals
2000;3911;TÉCNICOS DE PLANEJAMENTO DE PRODUÇÃO;3119;Physical and engineering science technicians not elsewhere classified
2000;3912;TÉCNICOS DE CONTROLE DA PRODUÇÃO;3152;Safety, health and quality inspectors
2000;4101;SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto Contabilidade e Controle);4190;Other office clerks
2000;4102;SUPERVISORES DE SERVIÇOS CONTÁBEIS, FINANCEIROS E DE CONTROLE;4190;Other office clerks
2000;4110;ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS;4190;Other office clerks
2000;4121;SECRETÁRIOS DE EXPEDIENTE E ESTENÓGRAFOS;4115;Secretaries
2000;4122;OPERADORES DE MÁQUINAS DE ESCRITÓRIO;4190;Other office clerks
2000;4123;CONTÍNUOS;9141;Building caretakers
2000;4131;ESCRITURÁRIOS DE CONTABILIDADE;4190;Other office clerks
2000;4132;ESCRITURÁRIOS DE FINANÇAS;4190;Other office clerks
2000;4141;ALMOXARIFES E ARMAZENISTAS;4131;Stock clerks
2000;4142;ESCRITURÁRIOS DE APOIO A PRODUÇÃO;4190;Other office clerks
2000;4151;ESCRITURÁRIOS DE SERVIÇOS DE BIBLIOTECA E DOCUMENTAÇÃO;4141;Library and filing clerks
2000;4152;CARTEIROS E AFINS;4142;Mail carriers and sorting clerks
2000;4201;SUPERVISORES DE TRABALHADORES DE ATENDIMENTO AO PÚBLICO;4222;Receptionists and information clerks
2000;4211;CAIXAS E BILHETEIROS (EXCETO CAIXA DE BANCO);4211;Cashiers and ticket clerks
2000;4212;CAIXAS DE BANCO E OPERADORES DE CÂMBIO;4211;Cashiers and ticket clerks
2000;4213;COLETADORES DE APOSTAS E DE JOGOS;4211;Cashiers and ticket clerks
2000;4214;COBRADORES E AFINS;4211;Cashiers and ticket clerks
2000;4221;RECEPCIONISTAS;4222;Receptionists and information clerks
2000;4222;TELEFONISTAS;4223;Telephone switchboard operators
2000;4223;OPERADORES DE TELEMARKETING;4223;Telephone switchboard operators
2000;4231;DESPACHANTES DE DOCUMENTOS;4133;Transport clerks
2000;4241;ENTREVISTADORES, RECENSEADORES E AFINS;4190;Other office clerks
2000;5101;SUPERVISORES DOS SERVIÇOS DE TRANSPORTE, TURISMO, HOTELARIA E ADMINISTRAÇÃO DE EDIFÍCIOS;5123;Waiters, waitresses and bartenders
2000;5102;SUPERVISORES DOS SERVIÇOS DE SAÚDE E CUIDADOS PESSOAIS;3231;Nursing associate professionals
